,Date,Title,Url
0,2020-01-03 16:09:23,[시황종합]'美 이란 공습' 코스피 출렁·환율 급등,https://finance.naver.com/news/news_read.nhn?article_id=0004390820&office_id=421&mode=mainnews&type=&date=2020-01-03&page=1
0,2020-01-03 16:06:20,[마감시황]장 초반 반등세 꺾인 코스피…2176선 마감,https://finance.naver.com/news/news_read.nhn?article_id=0009637955&office_id=003&mode=mainnews&type=&date=2020-01-03&page=1
0,2020-01-03 15:47:04,[코스닥 마감]외인·기관 동반 매도에 하락…670선 밑으로,https://finance.naver.com/news/news_read.nhn?article_id=0004548456&office_id=018&mode=mainnews&type=&date=2020-01-03&page=1
0,2020-01-03 11:57:41,[Asia오전]새해 좋은 흐름 이어간 中… 중동이 변수,https://finance.naver.com/news/news_read.nhn?article_id=0004334432&office_id=008&mode=mainnews&type=&date=2020-01-03&page=1
0,2020-01-03 09:44:01,[오전시황] 뉴욕증시 강세 보인 가운데 코스피도 상승세,https://finance.naver.com/news/news_read.nhn?article_id=0003675065&office_id=011&mode=mainnews&type=&date=2020-01-03&page=1
0,2020-01-03 09:14:03,[외환브리핑]외인 매도세 이어질까…눈치보는 원ㆍ달러,https://finance.naver.com/news/news_read.nhn?article_id=0004548144&office_id=018&mode=mainnews&type=&date=2020-01-03&page=1
0,2020-01-03 08:23:55,[개장전] 1월 중소형주를 보는 이유,https://finance.naver.com/news/news_read.nhn?article_id=0004334240&office_id=008&mode=mainnews&type=&date=2020-01-03&page=1
0,2020-01-03 08:26:12,[유럽증시] 새해 첫 거래일 상승마감… 中 부양책·무역합의 기대감,https://finance.naver.com/news/news_read.nhn?article_id=0000489067&office_id=417&mode=mainnews&type=&date=2020-01-03&page=1
0,2020-01-03 08:20:44,"[굿모닝 증시]""올해 국내 증시...수출 사이클 회복이 관건""",https://finance.naver.com/news/news_read.nhn?article_id=0004599293&office_id=277&mode=mainnews&type=&date=2020-01-03&page=1
0,2020-01-03 07:31:03,"[원자재시황] 국제유가, 달러강세 속 소폭 상승…WTI 0.2%↑",https://finance.naver.com/news/news_read.nhn?article_id=0004352100&office_id=014&mode=mainnews&type=&date=2020-01-03&page=1
0,2020-01-03 07:28:01,[유럽증시] 中 지급준비율 인하 결정에 상승 마감,https://finance.naver.com/news/news_read.nhn?article_id=0004352098&office_id=014&mode=mainnews&type=&date=2020-01-03&page=1
0,2020-01-03 07:01:01,"[모닝브리핑] 美증시, 中 부양책에 최고치 경신…전국 미세먼지 '나쁨'",https://finance.naver.com/news/news_read.nhn?article_id=0004267434&office_id=015&mode=mainnews&type=&date=2020-01-03&page=1
0,2020-01-03 06:56:40,[일일펀드동향] 韓주식형펀드 한 달 만에 순유입 전환,https://finance.naver.com/news/news_read.nhn?article_id=0004599241&office_id=277&mode=mainnews&type=&date=2020-01-03&page=1
0,2020-01-03 06:53:43,[뉴욕마감] 새해 첫날 '中 부양' 랠리…다우 1.2%↑,https://finance.naver.com/news/news_read.nhn?article_id=0004334205&office_id=008&mode=mainnews&type=&date=2020-01-03&page=1
0,2020-01-04 10:01:03,[펀드와치]무역합의·부양책 덕…中펀드 3%대 상승,https://finance.naver.com/news/news_read.nhn?article_id=0004548781&office_id=018&mode=mainnews&type=&date=2020-01-04&page=1
0,2020-01-04 07:14:30,[뉴욕마감] 美-이란 전운…다우 한달새 최대 하락,https://finance.naver.com/news/news_read.nhn?article_id=0004334736&office_id=008&mode=mainnews&type=&date=2020-01-04&page=1
0,2020-01-04 06:29:26,[유럽마감] 이란 軍실세 피살에 중동 전운…스톡스 0.3%↓,https://finance.naver.com/news/news_read.nhn?article_id=0004334726&office_id=008&mode=mainnews&type=&date=2020-01-04&page=1
0,2020-01-04 04:40:01,[유럽증시]美·이란 긴장고조 속 혼조…英·佛↑ 獨↓,https://finance.naver.com/news/news_read.nhn?article_id=0004548670&office_id=018&mode=mainnews&type=&date=2020-01-04&page=1
0,2020-01-04 03:01:24,[유럽증시] 이란 군부 실세 폭사 충격파 속 혼조세,https://finance.naver.com/news/news_read.nhn?article_id=0011314438&office_id=001&mode=mainnews&type=&date=2020-01-04&page=1
0,2020-01-05 16:46:05,삼성전자 4분기 실적 발표·美-이란 갈등..증시 변수로 [주간 증시 전망],https://finance.naver.com/news/news_read.nhn?article_id=0004352788&office_id=014&mode=mainnews&type=&date=2020-01-05&page=1
0,2020-01-05 10:41:02,[이번주 증시] 커지는 차익실현 부담감…글로벌 이벤트 '주목',https://finance.naver.com/news/news_read.nhn?article_id=0000520647&office_id=031&mode=mainnews&type=&date=2020-01-05&page=1
0,2020-01-05 09:46:07,[주간증시전망]중동 불안 '돌발 변수'…위험회피 확산하나,https://finance.naver.com/news/news_read.nhn?article_id=0004548918&office_id=018&mode=mainnews&type=&date=2020-01-05&page=1
0,2020-01-05 08:00:02,[증시풍향계] 삼성전자 4분기 실적·美-이란 갈등 주목,https://finance.naver.com/news/news_read.nhn?article_id=0011315079&office_id=001&mode=mainnews&type=&date=2020-01-05&page=1
0,2020-01-05 07:53:00,[주간증시전망] 불안정한 중동 상황 속 삼성 실적 발표 '눈길',https://finance.naver.com/news/news_read.nhn?article_id=0009638705&office_id=003&mode=mainnews&type=&date=2020-01-05&page=1
0,2020-01-05 07:50:35,"[블록체인 오딧세이]세계 암호자산 日거래 80조…4차위 ""제도권 편입해야""",https://finance.naver.com/news/news_read.nhn?article_id=0009638704&office_id=003&mode=mainnews&type=&date=2020-01-05&page=1
0,2020-01-05 07:00:01,<뉴욕증시 주간전망> 일촉즉발 중동 정세 '초긴장'…고용지표도 주시,https://finance.naver.com/news/news_read.nhn?article_id=0011315042&office_id=001&mode=mainnews&type=&date=2020-01-05&page=1
0,2020-01-06 18:41:01,[외환마감]중동 리스크 고조…다시 1170원대 상승한 원화,https://finance.naver.com/news/news_read.nhn?article_id=0004549922&office_id=018&mode=mainnews&type=&date=2020-01-06&page=1
0,2020-01-06 17:47:31,[유럽개장]美·이란 긴장 고조…일제히 하락 출발,https://finance.naver.com/news/news_read.nhn?article_id=0004600957&office_id=277&mode=mainnews&type=&date=2020-01-06&page=1
0,2020-01-06 17:03:06,"[마켓뷰] 코스피, 美·이란 충돌 위기에 하락",https://finance.naver.com/news/news_read.nhn?article_id=0000463138&office_id=366&mode=mainnews&type=&date=2020-01-06&page=1
0,2020-01-06 16:54:45,[채권마감]중동 갈등에 하락 압력 자극,https://finance.naver.com/news/news_read.nhn?article_id=0004335597&office_id=008&mode=mainnews&type=&date=2020-01-06&page=1
0,2020-01-06 16:28:57,"[마감시황]코스피, 미-이란 지정학 리스크 부각에 1% 하락(종합)",https://finance.naver.com/news/news_read.nhn?article_id=0009640993&office_id=003&mode=mainnews&type=&date=2020-01-06&page=1
0,2020-01-06 16:18:32,[Asia마감]중동 악재에 日증시 급락...금값 '↑',https://finance.naver.com/news/news_read.nhn?article_id=0004335557&office_id=008&mode=mainnews&type=&date=2020-01-06&page=1
0,2020-01-06 16:01:23,[시황종합]'중동發 악재' 코스피 2150선 후퇴·코스닥 2% 하락,https://finance.naver.com/news/news_read.nhn?article_id=0004394277&office_id=421&mode=mainnews&type=&date=2020-01-06&page=1
0,2020-01-06 15:57:38,"[마감시황]코스피, 미-이란 지정학 리스크 부각에 1% 하락",https://finance.naver.com/news/news_read.nhn?article_id=0009640892&office_id=003&mode=mainnews&type=&date=2020-01-06&page=1
0,2020-01-06 15:47:01,[코스닥 마감]중동 불안에 2%대 하락..660선 아래로,https://finance.naver.com/news/news_read.nhn?article_id=0004549737&office_id=018&mode=mainnews&type=&date=2020-01-06&page=1
0,2020-01-06 11:52:03,"내부 출신 CEO 맞은 KT, 52주 신저가 경신",https://finance.naver.com/news/news_read.nhn?article_id=0004335327&office_id=008&mode=mainnews&type=&date=2020-01-06&page=1
0,2020-01-06 11:49:46,"[Asia오전]중동 불안에 日증시, 2% '뚝'",https://finance.naver.com/news/news_read.nhn?article_id=0004335326&office_id=008&mode=mainnews&type=&date=2020-01-06&page=1
0,2020-01-06 09:18:01,"[오전시황]코스피 2,150선 하락 출발...코스닥도 약세장",https://finance.naver.com/news/news_read.nhn?article_id=0003675957&office_id=011&mode=mainnews&type=&date=2020-01-06&page=1
0,2020-01-06 09:05:02,[외환브리핑]중동 리스크에 다시 1170원 넘보는 원ㆍ달러,https://finance.naver.com/news/news_read.nhn?article_id=0004549360&office_id=018&mode=mainnews&type=&date=2020-01-06&page=1
0,2020-01-06 08:14:21,"중동악재, 장기화 가능성 낮다",https://finance.naver.com/news/news_read.nhn?article_id=0004335105&office_id=008&mode=mainnews&type=&date=2020-01-06&page=1
0,2020-01-06 07:24:49,[일일펀드동향]국내 채권형펀드 시장서 5일새 1조원 순유출,https://finance.naver.com/news/news_read.nhn?article_id=0004600301&office_id=277&mode=mainnews&type=&date=2020-01-06&page=1
0,2020-01-06 07:20:04,[굿모닝 증시] 美·이란 무력충돌 수위 집중…단기 차익실현 부담,https://finance.naver.com/news/news_read.nhn?article_id=0004600297&office_id=277&mode=mainnews&type=&date=2020-01-06&page=1
0,2020-01-07 17:32:09,"[클릭! 해외증시 이 종목] 테슬라, 中생산개시에 석달새 두배↑",https://finance.naver.com/news/news_read.nhn?article_id=0004496281&office_id=009&mode=mainnews&type=&date=2020-01-07&page=1
0,2020-01-07 17:24:42,[유럽개장]주요국 일제히 상승 출발…英 0.12% ↑,https://finance.naver.com/news/news_read.nhn?article_id=0004601777&office_id=277&mode=mainnews&type=&date=2020-01-07&page=1
0,2020-01-07 17:18:39,"[채권마감]4거래일만 상승 전환…""통화정책 기조 지켜봐야""",https://finance.naver.com/news/news_read.nhn?article_id=0004336372&office_id=008&mode=mainnews&type=&date=2020-01-07&page=1
0,2020-01-07 16:22:51,"[마감시황]코스피, 외국인 매수세 유입…2175선 마감(종합)",https://finance.naver.com/news/news_read.nhn?article_id=0009643177&office_id=003&mode=mainnews&type=&date=2020-01-07&page=1
0,2020-01-07 16:20:51,"[Asia마감]""이란 사태, 최악은 피할 것""",https://finance.naver.com/news/news_read.nhn?article_id=0004336301&office_id=008&mode=mainnews&type=&date=2020-01-07&page=1
0,2020-01-07 16:17:05,[외환마감]중동발 리스크오프 완화…숨고르는 원·달러,https://finance.naver.com/news/news_read.nhn?article_id=0004550613&office_id=018&mode=mainnews&type=&date=2020-01-07&page=1
0,2020-01-07 16:13:51,[시황종합] 코스피 2170선 회복…코스닥 1% 넘게 반등,https://finance.naver.com/news/news_read.nhn?article_id=0004396497&office_id=421&mode=mainnews&type=&date=2020-01-07&page=1
0,2020-01-07 16:04:05,[코스닥 마감]한풀 꺾인 중동 우려…660선 회복,https://finance.naver.com/news/news_read.nhn?article_id=0004550593&office_id=018&mode=mainnews&type=&date=2020-01-07&page=1
0,2020-01-07 15:55:41,"[마감시황]코스피, 외국인 매수세 유입…2175선 마감",https://finance.naver.com/news/news_read.nhn?article_id=0009643031&office_id=003&mode=mainnews&type=&date=2020-01-07&page=1
0,2020-01-07 15:50:07,[마켓뷰] 중동 불안 여전하지만… 코스피 하루만에 회복,https://finance.naver.com/news/news_read.nhn?article_id=0000463495&office_id=366&mode=mainnews&type=&date=2020-01-07&page=1
0,2020-01-07 11:41:01,[Asia오전]중동 우려 완화되며 상승,https://finance.naver.com/news/news_read.nhn?article_id=0004336003&office_id=008&mode=mainnews&type=&date=2020-01-07&page=1
0,2020-01-07 09:34:01,"[김현석의 월스트리트나우]""양적완화는 더욱 더 필요해질 것""",https://finance.naver.com/news/news_read.nhn?article_id=0004269355&office_id=015&mode=mainnews&type=&date=2020-01-07&page=1
0,2020-01-07 09:23:02,"[오전시황] 코스피, 상승으로 출발...2,160선 다시 회복",https://finance.naver.com/news/news_read.nhn?article_id=0003676572&office_id=011&mode=mainnews&type=&date=2020-01-07&page=1
0,2020-01-07 08:59:36,"[굿모닝 증시]미·이란 마찰, 글로벌 경기 둔화 우려 자극 가능성",https://finance.naver.com/news/news_read.nhn?article_id=0004601136&office_id=277&mode=mainnews&type=&date=2020-01-07&page=1
0,2020-01-07 09:01:12,[외환브리핑]대이란 협상 열어둔 트럼프…원·달러 상승폭 되돌리나,https://finance.naver.com/news/news_read.nhn?article_id=0004550155&office_id=018&mode=mainnews&type=&date=2020-01-07&page=1
0,2020-01-07 08:32:37,미약하게나마 나타난 반등의 시그널,https://finance.naver.com/news/news_read.nhn?article_id=0004335762&office_id=008&mode=mainnews&type=&date=2020-01-07&page=1
0,2020-01-07 08:31:01,[유럽증시] 중동 긴장고조에 하락 마감,https://finance.naver.com/news/news_read.nhn?article_id=0004353590&office_id=014&mode=mainnews&type=&date=2020-01-07&page=1
0,2020-01-07 08:17:01,"[모닝브리핑] 현대차-우버, 'CES 2020'서 개인용 비행체 콘셉트 모델 'S-A1' 공개",https://finance.naver.com/news/news_read.nhn?article_id=0004269263&office_id=015&mode=mainnews&type=&date=2020-01-07&page=1
0,2020-01-07 08:14:52,[유럽증시] 미국·이란 긴장감 고조에 일제히 하락,https://finance.naver.com/news/news_read.nhn?article_id=0000490236&office_id=417&mode=mainnews&type=&date=2020-01-07&page=1
0,2020-01-07 07:35:01,[데일리 국제금융시장] 이란발 중동 긴장 고조에도 소폭 상승,https://finance.naver.com/news/news_read.nhn?article_id=0003676523&office_id=011&mode=mainnews&type=&date=2020-01-07&page=1
0,2020-01-08 18:29:49,[채권마감]중동 갈등 고조에도 채권 가격 안정,https://finance.naver.com/news/news_read.nhn?article_id=0004337144&office_id=008&mode=mainnews&type=&date=2020-01-08&page=1
0,2020-01-08 17:38:58,[유럽개장] 하락 출발…英FTSE 0.46%↓,https://finance.naver.com/news/news_read.nhn?article_id=0004602551&office_id=277&mode=mainnews&type=&date=2020-01-08&page=1
0,2020-01-08 16:22:07,[마켓뷰] 美·이란 전운에 코스피 1% 넘게 하락,https://finance.naver.com/news/news_read.nhn?article_id=0000463937&office_id=366&mode=mainnews&type=&date=2020-01-08&page=1
0,2020-01-08 16:20:03,[외환마감]이란발 악재에 출렁…장중 1180원 직전까지 급등,https://finance.naver.com/news/news_read.nhn?article_id=0004551388&office_id=018&mode=mainnews&type=&date=2020-01-08&page=1
0,2020-01-08 16:11:40,"[마감시황]코스피, 이란의 美 공격에 1% 하락…코스닥 3.4% 급락(종합)",https://finance.naver.com/news/news_read.nhn?article_id=0009645148&office_id=003&mode=mainnews&type=&date=2020-01-08&page=1
0,2020-01-08 16:08:01,[코스닥 마감]美·이란 갈등 격화에 3% `뚝`…640선 턱걸이,https://finance.naver.com/news/news_read.nhn?article_id=0004551376&office_id=018&mode=mainnews&type=&date=2020-01-08&page=1
0,2020-01-08 15:57:15,[시황종합]중동발 악재에 휘청…코스피 2150선 후퇴·코스닥 3%↓,https://finance.naver.com/news/news_read.nhn?article_id=0004398518&office_id=421&mode=mainnews&type=&date=2020-01-08&page=1
0,2020-01-08 15:52:33,"[마감시황]코스피, 이란의 美 공격에 1%대 하락…코스닥 3.4% 급락",https://finance.naver.com/news/news_read.nhn?article_id=0009645080&office_id=003&mode=mainnews&type=&date=2020-01-08&page=1
0,2020-01-08 11:55:05,증시하락에도 오르는 반도체…SK하이닉스 사상 최고가 경신,https://finance.naver.com/news/news_read.nhn?article_id=0004336757&office_id=008&mode=mainnews&type=&date=2020-01-08&page=1
0,2020-01-08 11:50:05,[Asia오전]이란 '피의 보복'에 亞 증시 '후폭풍',https://finance.naver.com/news/news_read.nhn?article_id=0004336751&office_id=008&mode=mainnews&type=&date=2020-01-08&page=1
0,2020-01-08 09:46:01,"[오전시황] 이란 미군기지 공격 소식에 코스피 2,150 아래로 급락",https://finance.naver.com/news/news_read.nhn?article_id=0003677270&office_id=011&mode=mainnews&type=&date=2020-01-08&page=1
0,2020-01-08 08:56:02,[외환브리핑]중동발 불확실성…눈치보는 원·달러,https://finance.naver.com/news/news_read.nhn?article_id=0004550946&office_id=018&mode=mainnews&type=&date=2020-01-08&page=1
0,2020-01-08 08:53:11,[유럽증시] 미국·이란 갈등 속 혼조세,https://finance.naver.com/news/news_read.nhn?article_id=0000490797&office_id=417&mode=mainnews&type=&date=2020-01-08&page=1
0,2020-01-08 08:31:44,"[굿모닝 증시]미국-이란 갈등, 국내 증시에도 부정적",https://finance.naver.com/news/news_read.nhn?article_id=0004601900&office_id=277&mode=mainnews&type=&date=2020-01-08&page=1
0,2020-01-08 08:17:21,"관망장세 국면, 필요한 건 '숫자'",https://finance.naver.com/news/news_read.nhn?article_id=0004336510&office_id=008&mode=mainnews&type=&date=2020-01-08&page=1
0,2020-01-08 07:55:01,[유럽증시]미-이란 갈등에 혼조세,https://finance.naver.com/news/news_read.nhn?article_id=0004354228&office_id=014&mode=mainnews&type=&date=2020-01-08&page=1
0,2020-01-08 07:36:01,[데일리 국제금융시장] 중동 사태 주시 다우 등 하락 마감,https://finance.naver.com/news/news_read.nhn?article_id=0003677159&office_id=011&mode=mainnews&type=&date=2020-01-08&page=1
0,2020-01-08 07:09:09,[뉴욕마감] 美-이란 확전 우려에 일제하락…다우 0.4%↓,https://finance.naver.com/news/news_read.nhn?article_id=0004336485&office_id=008&mode=mainnews&type=&date=2020-01-08&page=1
0,2020-01-08 07:09:01,"[모닝브리핑] 美-이란 긴장고조에 뉴욕증시 일제하락…폼페이오, 北도발 자제 촉구",https://finance.naver.com/news/news_read.nhn?article_id=0004269954&office_id=015&mode=mainnews&type=&date=2020-01-08&page=1
0,2020-01-08 06:44:52,[일일펀드동향]국내 채권형펀드 시장서 7일새 1조3000억원 순유출,https://finance.naver.com/news/news_read.nhn?article_id=0004601841&office_id=277&mode=mainnews&type=&date=2020-01-08&page=1
0,2020-01-09 17:35:25,[유럽개장]일제히 상승 출발…英 0.39%↑,https://finance.naver.com/news/news_read.nhn?article_id=0004603330&office_id=277&mode=mainnews&type=&date=2020-01-09&page=1
0,2020-01-09 17:16:20,[채권마감]중동 무력충돌 우려 완화에 금리 상승,https://finance.naver.com/news/news_read.nhn?article_id=0004337874&office_id=008&mode=mainnews&type=&date=2020-01-09&page=1
0,2020-01-09 17:10:02,[외환마감]미국-이란 갈등 봉합 수순에…원·달러 1150원대 회복,https://finance.naver.com/news/news_read.nhn?article_id=0004552268&office_id=018&mode=mainnews&type=&date=2020-01-09&page=1
0,2020-01-09 17:00:07,[마켓뷰] 중동 갈등 완화·삼성 효과에 코스피 1.63% 상승,https://finance.naver.com/news/news_read.nhn?article_id=0000464538&office_id=366&mode=mainnews&type=&date=2020-01-09&page=1
0,2020-01-09 16:22:22,[시황종합] 三電·하이닉스 신고가…코스닥 4% 급반등,https://finance.naver.com/news/news_read.nhn?article_id=0004400970&office_id=421&mode=mainnews&type=&date=2020-01-09&page=1
0,2020-01-09 16:21:33,[Asia마감]중동 불안 진정에 일제 반등…日 2.31%↑,https://finance.naver.com/news/news_read.nhn?article_id=0004337821&office_id=008&mode=mainnews&type=&date=2020-01-09&page=1
0,2020-01-09 16:21:13,[마감시황]중동 리스크 완화에 코스피·코스닥 동반 상승,https://finance.naver.com/news/news_read.nhn?article_id=0009647347&office_id=003&mode=mainnews&type=&date=2020-01-09&page=1
0,2020-01-09 16:18:17,[마감시황]중동 리스크 완화에 코스피·코스닥 동반 상승(종합),https://finance.naver.com/news/news_read.nhn?article_id=0009647343&office_id=003&mode=mainnews&type=&date=2020-01-09&page=1
0,2020-01-09 16:07:01,[코스닥 마감]중동 긴장 완화에 4% 껑충…외국인 대거 매수,https://finance.naver.com/news/news_read.nhn?article_id=0004552203&office_id=018&mode=mainnews&type=&date=2020-01-09&page=1
0,2020-01-09 11:36:26,[Asia오전]이란 충격 하루 만에 회복,https://finance.naver.com/news/news_read.nhn?article_id=0004337500&office_id=008&mode=mainnews&type=&date=2020-01-09&page=1
0,2020-01-09 09:10:05,"[오전시황]코스피 1%대 상승 출발···2,180선 회복",https://finance.naver.com/news/news_read.nhn?article_id=0003677937&office_id=011&mode=mainnews&type=&date=2020-01-09&page=1
0,2020-01-09 08:58:01,[외환브리핑]반격 대신 제재 택한 트럼프…급등세 되돌리는 원·달러,https://finance.naver.com/news/news_read.nhn?article_id=0004551792&office_id=018&mode=mainnews&type=&date=2020-01-09&page=1
0,2020-01-09 08:48:04,[유럽증시] 중동 긴장 완화 기대감에 소폭 상승 마감,https://finance.naver.com/news/news_read.nhn?article_id=0004354916&office_id=014&mode=mainnews&type=&date=2020-01-09&page=1
0,2020-01-09 08:24:34,"[굿모닝 증시]미국-이란간 충돌...""국내 증시 영향은 제한적""",https://finance.naver.com/news/news_read.nhn?article_id=0004602706&office_id=277&mode=mainnews&type=&date=2020-01-09&page=1
0,2020-01-09 08:25:58,[유럽증시] 미국·이란 긴장 완화 기대감 속 상승,https://finance.naver.com/news/news_read.nhn?article_id=0000491323&office_id=417&mode=mainnews&type=&date=2020-01-09&page=1
0,2020-01-09 08:20:09,"이란의 보복 재개, 불안감에 비해 지표는 안정적",https://finance.naver.com/news/news_read.nhn?article_id=0004337304&office_id=008&mode=mainnews&type=&date=2020-01-09&page=1
0,2020-01-09 07:16:14,[일일펀드동향]韓채권형펀드 8일 연속 순유출세…1조5000억원 빠져나가,https://finance.naver.com/news/news_read.nhn?article_id=0004602666&office_id=277&mode=mainnews&type=&date=2020-01-09&page=1
0,2020-01-09 07:13:01,"[모닝브리핑] '이란 파국' 피한 트럼프…뉴욕증시 안도, 국제유가 급락",https://finance.naver.com/news/news_read.nhn?article_id=0004270777&office_id=015&mode=mainnews&type=&date=2020-01-09&page=1
0,2020-01-09 07:14:01,[데일리 국제금융시장] 중동 긴장 완화에 나스닥 사상 최고치,https://finance.naver.com/news/news_read.nhn?article_id=0003677871&office_id=011&mode=mainnews&type=&date=2020-01-09&page=1
0,2020-01-09 06:45:30,"[뉴욕마감] ""군사력 NO"" 트럼프에 안도랠리…다우 0.6%↑",https://finance.naver.com/news/news_read.nhn?article_id=0004337248&office_id=008&mode=mainnews&type=&date=2020-01-09&page=1
0,2020-01-10 17:46:00,[유럽개장]혼조세 출발…英 FTSE 0.07%↑,https://finance.naver.com/news/news_read.nhn?article_id=0004603983&office_id=277&mode=mainnews&type=&date=2020-01-10&page=1
0,2020-01-10 17:11:02,[Asia마감]애플 최고치에 협력업체들도 '쑥↑',https://finance.naver.com/news/news_read.nhn?article_id=0004338411&office_id=008&mode=mainnews&type=&date=2020-01-10&page=1
